OBJECTID,GEOMETRYID,TRAILNAME,TRLALTNAME,TRLLABEL,TRLFEATTYPE,TRAILSTATUS,TRLSURFACE,TRAILTYPE,TRAILCLASS,TRLUSE,DISTRIBUTE,RESTRICTION,UNITCODE,ISEXTANT,UNITNAME,GROUPCODE,REGIONCODE,CREATEDATE,EDITDATE,MAPMETHOD,MAPSOURCE,SOURCESCALE,SOURCEDATE,XYERROR,FMSSID,ASSETID,NOTES,FEATUREID,EDITBY,CREATEBY,FACILITYTYPE,ASSETCODE,COUNTY,LANDFORM,MANAGEMENTZONE,WATERSHED,LON,LAT,COORD_SYSTEM,DATUM,UTM_ZONE,X_COORD,Y_COORD,STATE,QUADNAME,HERROR,VERROR,PARKDISTRICT,FMSS_LOC,FMSS_ASSET,LOC_NAME,MTFCC,FRA,ACCESS,AGENCY_DAT,ACCESS_STA,ADMIN_ORG,CONG_DIST,DESIGN_USE,HIST_SIGNF,JURIDICT,LAND_PLAN,MANGED_US,MTR_PROHIBITED,NAT_TR_DES,PR_TR_MNTR,PROHIB_USE,ROW,ROAD_SYS,SHARED_SYS,SPC_MGT_AR,GRSM_STATUS,RuleID,Shape__Length
1051,a6dad15d-2fb9-48ff-94ad-65c16b5fcabc,Cades Cove Horse Trail,,Cades Cove Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-16T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Blount,,,Abrams Creek Upper,,,GCS,NAD83,17,,,Tennessee,CADES COVE,>1m <=5m,,Cades Cove District,44271,,,Bridle Path ,Yes,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,2,Horse Trail Located by GPS (Open),0.00799174463247856
1052,d4961d22-5d8e-4995-a425-c8222e4bc8fb,Cades Cove Horse Trail,,Cades Cove Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-16T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Blount,,,Abrams Creek Upper,,,GCS,NAD83,17,,,Tennessee,CADES COVE,>1m <=5m,,Cades Cove District,44271,,,Bridle Path ,Yes,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,2,Horse Trail Located by GPS (Open),0.000884566697458594
1053,b0e8f2fa-ae3a-4f5c-88f3-fd720fe9bdc2,Cades Cove Nature Trail,,Cades Cove Nature Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2007-08-09T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Blount,,,Abrams Creek Upper,,,GCS,NAD83,17,,,Tennessee,CADES COVE,>1m <=5m,,Cades Cove District,44272,,,Walkway/Pedestrian Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.0127902030385989
1054,541dfa2b-62bd-4bd2-ae77-0705659f0f46,Caldwell Fork Trail,,Caldwell Fork Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-17T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Haywood,,,Upper Cataloochee Creek,,,GCS,NAD83,17,,,North Carolina,DELLWOOD,>1m <=5m,,Cataloochee District,47282,,,Bridle Path ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,2,Horse Trail Located by GPS (Open),0.000573329427201259
1055,aa063ad4-f5b4-4cfc-a4bb-39f99a30367a,Cataloochee Divide Trail,,Cataloochee Divide Trail,Park Trail (only),Existing,Native,Standard Terra Trail,"Class 2: Minor Development;",,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-17T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Haywood,,,Upper Cataloochee Creek,,,GCS,NAD83,17,,,North Carolina,COVE CREEK GAP,>1m <=5m,,Cataloochee District,47276,,,Bridle Path ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,2,Horse Trail Located by GPS (Open),0.0719178375850338
1056,d2ccff56-831a-4e70-86db-a8c6c10cfbe5,Cataloochee Divide Trail,,Cataloochee Divide Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-17T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Haywood,,,Upper Cataloochee Creek,,,GCS,NAD83,17,,,North Carolina,DELLWOOD,>1m <=5m,,Cataloochee District,47276,,,Bridle Path ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,2,Horse Trail Located by GPS (Open),0.0301369604182752
1057,d7eb08a6-8788-4746-a5ab-438891947a3e,Deep Creek Horse Trail,,Deep Creek Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-20T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Deep Creek,,,GCS,NAD83,17,,,North Carolina,BRYSON CITY,>1m <=5m,,Deep Creek District,47285,,,Bridle Path ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,2,Horse Trail Located by GPS (Open),0.0173125023948961
1058,675bcd01-0a90-454a-9d40-d798a5255b30,Chestnut Branch Trail,,Chestnut Branch Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-22T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Haywood,,,Pigeon River-Cripple Creek,,,GCS,NAD83,17,,,North Carolina,HARTFORD,>1m <=5m,,Cosby District,44240,,,Walkway/Pedestrian Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 11,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.0351253380343367
1059,3a3dc3a4-fb4d-40e0-b4cc-5ac49b852607,Chimney Tops Trail,,Chimney Tops Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-26T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Sevier,,,West Prong Little Pigeon River Upper,,,GCS,NAD83,17,,,Tennessee,MOUNT LE CONTE,>1m <=5m,,Little River District,46835,,,Walkway/Pedestrian Trail ,,Closed: Fire,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.0139767007210715
1060,227b4a84-9b58-48e9-a13f-56e09e4c5078,Clingmans Dome Trail,,Clingmans Dome Trail,Park Trail (only),Existing,Asphalt,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-27T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Sevier,,,Little River-Goshen Prong,,,GCS,NAD83,17,,,North Carolina,CLINGMANS DOME,>1m <=5m,,Deep Creek District,47289,,,Walkway/Pedestrian Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 2,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.0114962455944105
1061,4dd8807c-b8ac-475b-9513-516d91b2962f,Clingmans Dome Bypass Trail,,Clingmans Dome Bypass Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-27T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Forney Creek,,,GCS,NAD83,17,,,North Carolina,SILERS BALD,>1m <=5m,,Deep Creek District,47283,,,Walkway/Pedestrian Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.00859295602657797
1062,85421df5-8ba0-4a90-9cb9-51853cd69a5d,Cold Spring Gap Trail,,Cold Spring Gap Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-27T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Hazel Creek,,,GCS,NAD83,17,,,North Carolina,THUNDERHEAD MOUNTAIN,>1m <=5m,,Deep Creek District,47281,,,Bridle Path ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,2,Horse Trail Located by GPS (Open),0.067264121292795
1063,8c2a8a5f-abb0-4c04-998a-0900a0339456,Cooper Creek Trail,,Cooper Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-27T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Kirkland Creek-Tuckasegee River,,,GCS,NAD83,17,,,North Carolina,WHITTIER,>1m <=5m,,Deep Creek District,47280,,,Bridle Path ,Yes,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,"NATIONAL PARK SERVICE SYSTEM ROAD
SERVICE SYSTEM ROAD",,,2,Trail Located by GPS (Open),0.00806482931657871
1064,789791cd-2840-406b-8b0e-b1a41d899f59,Cooper Road Trail,,Cooper Road Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2005-02-21T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Blount,,,Abrams Creek Lower,,,GCS,NAD83,17,,,Tennessee,BLOCKHOUSE,>1m <=5m,,Cades Cove District,44252,,,Bridle Path ,Yes,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,2,Horse Trail Located by GPS (Open),0.0877192834672267
1065,daeb892c-12ed-40e6-a052-e3f1b07ef474,Cooper Road Trail,,Cooper Road Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2005-02-21T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Blount,,,Abrams Creek Lower,,,GCS,NAD83,17,,,Tennessee,BLOCKHOUSE,>1m <=5m,,Cades Cove District,44252,,,Bridle Path ,Yes,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,2,Horse Trail Located by GPS (Open),0.0267659533315715
1066,dace2df4-56a1-4bc6-b99c-787e91487a03,Cooper Road Trail,,Cooper Road Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2008-08-03T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Blount,,,Abrams Creek Lower,,,GCS,NAD83,17,,,Tennessee,CALDERWOOD,>1m <=5m,,Cades Cove District,44252,,,Bridle Path ,Yes,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,2,Horse Trail Located by GPS (Open),0.0143742202327975
1067,ed4cde79-7b36-42be-878e-b998458078db,Cosby Nature Trail,,Cosby Nature Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-27T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Cocke,,,Cosby Creek,,,GCS,NAD83,17,,,Tennessee,HARTFORD,>1m <=5m,,Cosby District,46641,,,Walkway/Pedestrian Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.00909027113919883
1068,a0986a80-8394-4e21-bd34-f596a824a31c,Cove Hardwood Nature Trail,,Cove Hardwood Nature Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-11T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Sevier,,,West Prong Little Pigeon River Upper,,,GCS,NAD83,17,,,Tennessee,MOUNT LE CONTE,>1m <=5m,,Little River District,46834,,,Walkway/Pedestrian Trail ,,Closed: Fire,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Interpretive Trail Located by GPS (Open),0.00221803005114514
1069,41efc262-cdc5-4d8b-bf2c-ef684c3ffd9f,Cove Hardwood Nature Trail,,Cove Hardwood Nature Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-11T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Sevier,,,West Prong Little Pigeon River Upper,,,GCS,NAD83,17,,,Tennessee,MOUNT LE CONTE,>1m <=5m,,Little River District,46834,,,Walkway/Pedestrian Trail ,,Closed: Fire,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Interpretive Trail Located by GPS (Open),0.008688744479989
1070,86f2cab1-5b89-42f9-8109-415319f2ff51,Crooked Arm Ridge Trail,,Crooked Arm Ridge Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-28T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Blount,,,Abrams Creek Upper,,,GCS,NAD83,17,,,Tennessee,CADES COVE,>1m <=5m,,Cades Cove District,44275,,,Bridle Path ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,2,Horse Trail Located by GPS (Open),0.0346036345545975
1071,407ced3f-dcbd-4ccb-8a36-6315bd231cf4,Cucumber Gap Trail,,Cucumber Gap Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-28T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Sevier,,,Little River-Goshen Prong,,,GCS,NAD83,17,,,Tennessee,GATLINBURG,>1m <=5m,,Little River District,46652,,,Walkway/Pedestrian Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.0396012738867511
1072,678822cc-20b2-4f97-8c0c-8ea2217a1b49,Curry Mountain Trail,,Curry Mountain Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-28T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Sevier,,,Little River-Goshen Prong,,,GCS,NAD83,17,,,Tennessee,WEAR COVE,>1m <=5m,,Cades Cove District,46651,,,Walkway/Pedestrian Trail ,Yes,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.0524419379757402
1073,7140c188-761b-477c-b12b-025d4fd39870,Deep Creek Trail,,Deep Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-29T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Deep Creek,,,GCS,NAD83,17,,,North Carolina,CLINGMANS DOME,>1m <=5m,,Oconaluftee District,47284,,,Walkway/Pedestrian Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.050638439688446
1074,277a137f-30c0-463e-ac2b-5662d23ac29e,Deep Creek Trail,,Deep Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-29T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Deep Creek,,,GCS,NAD83,17,,,North Carolina,CLINGMANS DOME,>1m <=5m,,Oconaluftee District,47284,,,Walkway/Pedestrian Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.048413297275916
1075,8e5261b0-6460-4a4c-8859-c92c7386146c,Deep Creek Trail,,Deep Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2005-09-02T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Deep Creek,,,GCS,NAD83,17,,,North Carolina,BRYSON CITY,>1m <=5m,,Deep Creek District,47284,,,Bridle Path ,Yes,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,"NATIONAL PARK SERVICE SYSTEM ROAD
SERVICE SYSTEM ROAD",,,2,Trail Located by GPS (Open),0.00190396465880685
1076,4b100a66-98d4-4ef2-80b7-b72434542534,Deep Creek Trail,,Deep Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2005-09-02T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Deep Creek,,,GCS,NAD83,17,,,North Carolina,BRYSON CITY,>1m <=5m,,Deep Creek District,47284,,,Bridle Path ,Yes,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,"NATIONAL PARK SERVICE SYSTEM ROAD
SERVICE SYSTEM ROAD",,,1,Trail Located by GPS (Open),0.0102987711565457
1077,307765e4-912f-4bc7-90fd-d300edf8ca8c,Deep Creek Horse Trail,,Deep Creek Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2008-08-02T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Deep Creek,,,GCS,NAD83,17,,,North Carolina,BRYSON CITY,>1m <=5m,,Deep Creek District,47285,,,Bridle Path ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,2,Horse Trail Located by GPS (Open),0.0070457761240629
1078,549002d9-8bcb-45ed-b58f-bc9c12614ede,Deep Creek Horse Trail,,Deep Creek Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-08-29T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Deep Creek,,,GCS,NAD83,17,,,North Carolina,BRYSON CITY,>1m <=5m,,Deep Creek District,47285,,,Bridle Path ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,2,Horse Trail Located by GPS (Open),0.00179869302121619
1079,a0356c65-be35-4cff-b4d5-1e4bda235d94,Juney Whank Falls Trail,,Juney Whank Falls Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-08-29T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Deep Creek,,,GCS,NAD83,17,,,North Carolina,BRYSON CITY,>1m <=5m,,Deep Creek District,47322,,,Walkway/Pedestrian Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.000155089576686636
