NationalParkName,OBJECTID,TRLNAME,TRLALTNAME,TRLLABEL,TRLFEATTYPE,TRLSTATUS,TRLSURFACE,TRLTYPE,TRLCLASS,TRLUSE,UNITCODE,EDITDATE,MAPMETHOD,MAPSOURCE,SOURCEDATE,XYERROR,INPLACES,GlobalID
Great Smoky Mountains National Park,944,Old Sugarlands Trail,,Old Sugarlands Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-19T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,945,Old Sugarlands Trail,,Old Sugarlands Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-19T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,946,Old Sugarlands Trail,,Old Sugarlands Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-19T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,947,Panther Creek Trail,,Panther Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-19T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,948,Pole Road Creek Trail,,Pole Road Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-19T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,949,Porters Creek Trail,,Porters Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-20T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,950,Porters Creek Trail,,Porters Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2005-11-15T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,951,Porters Creek Trail,,Porters Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-20T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,952,Porters Creek Trail,,Porters Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-20T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,953,Porters Creek Trail,,Porters Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-20T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,954,Pretty Hollow Gap Trail,,Pretty Hollow Gap Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-20T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,955,Ferguson Cabin Trail,,Ferguson Cabin Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2008-06-04T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,956,Rabbit Creek Trail,,Rabbit Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-22T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,957,Rabbit Creek Trail,,Rabbit Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-22T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,958,Rainbow Falls Trail,,Rainbow Falls Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-22T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,959,Rainbow Falls Trail,,Rainbow Falls Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-22T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,960,Ramsey Cascades Trail,,Ramsey Cascades Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2005-11-13T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,961,Rich Mountain Trail,,Rich Mountain Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-22T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,962,Rich Mountain Loop Trail,,Rich Mountain Loop Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-22T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,963,Rough Creek Trail,,Rough Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-22T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,964,Schoolhouse Gap Trail,,Schoolhouse Gap Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-23T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,965,Smokemont Nature Trail,,Smokemont Nature Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-11-06T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,966,Snake Den Ridge Trail,,Snake Den Ridge Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-23T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,967,Springhouse Branch Trail,,Springhouse Branch Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-23T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,968,Springhouse Branch Trail,,Springhouse Branch Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-23T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,969,Spruce Fir Nature Trail,,Spruce Fir Nature Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-23T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,970,Two Mile Lead Concession Horse Trail,,Two Mile Lead Concession Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-24T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,971,Two Mile Lead Concession Horse Trail,,Two Mile Lead Concession Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-24T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,972,Painter Ridge Concession Horse Trail,,Painter Ridge Concession Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-24T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,973,Grassy Branch Concession Horse Trail,,Grassy Branch Concession Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-24T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,974,Grassy Branch Trail ,,Grassy Branch Trail ,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-24T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,975,Painter Ridge Concession Horse Trail,,Painter Ridge Concession Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-24T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,976,Sugarland Mountain Trail,,Sugarland Mountain Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-23T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,977,Sugarland Mountain Trail,,Sugarland Mountain Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-23T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,978,Sugarland Valley Accessible Trail,,Sugarland Valley Accessible Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-24T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,979,Sunkota Ridge Trail,,Sunkota Ridge Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-24T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,980,Sunkota Ridge Trail,,Sunkota Ridge Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2008-07-04T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,981,Thomas Divide Trail,,Thomas Divide Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-24T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,982,Tow String Horse Trail,,Tow String Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2005-11-02T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,983,Smokemont Stables Trail to Towstring Horse Trail,,Smokemont Stables Trail to Towstring Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2005-11-02T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,984,Newton Bald Concession Horse Trail Loop,,Newton Bald Concession Horse Trail Loop,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-24T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,985,Tow String Horse Trail,,Tow String Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2005-11-02T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,986,Trillium Gap Trail,,Trillium Gap Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-24T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,987,Trillium Gap Trail,,Trillium Gap Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-24T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,988,Trillium Gap Trail,,Trillium Gap Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-24T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,989,Trillium Gap Trail,,Trillium Gap Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-24T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,990,Trillium Gap Trail,,Trillium Gap Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-24T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,991,Tunnel Bypass Trail NC,,Tunnel Bypass Trail NC,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-25T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,992,Turkeypen Ridge Trail,,Turkeypen Ridge Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-25T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,993,Twentymile Trail,,Twentymile Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-25T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,994,Twin Creeks Trail,,Twin Creeks Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-25T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,995,Twin Creeks Trail,,Twin Creeks Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-25T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,996,Welch Ridge Trail,,Welch Ridge Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-25T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,997,Welch Ridge Trail,,Welch Ridge Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-25T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,998,West Prong Trail,,West Prong Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-25T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,999,Wet Bottom Trail,,Wet Bottom Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-25T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1000,Wolf Ridge Trail,,Wolf Ridge Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-26T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1001,Beech Gap Trail,,Beech Gap Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-13T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1002,Spruce Mountain Trail,,Spruce Mountain Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-23T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1003,Hyatt Ridge Trail,,Hyatt Ridge Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-02T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1004,Caldwell Fork Trail,,Caldwell Fork Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-17T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1005,Flat Creek Trail,,Flat Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-30T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1006,Hemphill Bald Trail,,Hemphill Bald Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-01T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1007,Appalachian Trail,,Appalachian Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2008-07-14T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1008,Balsam Mountain Trail,,Balsam Mountain Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-11T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1009,Hughes Ridge Trail,,Hughes Ridge Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-02T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1010,Appalachian Trail,,Appalachian Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-26T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1011,Bradley Fork Trail,,Bradley Fork Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1012,Bradley Fork Trail,,Bradley Fork Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1013,Chasteen Creek Trail,,Chasteen Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1014,Newton Bald Trail,,Newton Bald Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2008-02-10T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1015,Kanati Fork Trail,,Kanati Fork Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-03T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1016,Mingus Creek Trail,,Mingus Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-11T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1017,Huskey Gap Trail,,Huskey Gap Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-02T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1018,Noland Creek Trail,,Noland Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-17T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1019,Abrams Falls Trail,,Abrams Falls Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-06-22T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1020,Albright Grove NatureTrail,,Albright Grove NatureTrail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-06-22T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1021,Alum Cave Trail,,Alum Cave Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-10T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1022,Alum Cave trailhead,,Alum Cave trailhead,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-11T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1023,Anthony Creek Trail,,Anthony Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2005-09-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1024,Anthony Creek Trail,,Anthony Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2005-09-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1025,Appalachian Trail,,Appalachian Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-23T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1026,Appalachian Trail,,Appalachian Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-23T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1027,Appalachian Trail,,Appalachian Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-23T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1028,Appalachian Trail,,Appalachian Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-23T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1029,Appalachian Trail,,Appalachian Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-23T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1030,Appalachian Trail,,Appalachian Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-24T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1031,Appalachian Trail,,Appalachian Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-24T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1032,Appalachian Trail,,Appalachian Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-26T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1033,Appalachian Trail,,Appalachian Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-26T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1034,Appalachian Trail,,Appalachian Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-26T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1035,Appalachian Trail,,Appalachian Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-26T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1036,Appalachian Trail,,Appalachian Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-26T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1037,Appalachian Trail,,Appalachian Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-26T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1038,Balsam Mountain Trail,,Balsam Mountain Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-11T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1039,Balsam Mountain Trail,,Balsam Mountain Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-11T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1040,Baskins Creek Trail,,Baskins Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2006-02-02T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1041,Bear Creek Trail,,Bear Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-09-17T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1042,Beard Cane Trail,,Beard Cane Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-13T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1043,Big Creek Trail,,Big Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-13T00:00:00.000Z,> 1 m and <= 5 m,,
